/* DATA DESCRIPTION:
Citation:	De Luca, Enrica; Weigelt, Alexandra; Schmid, Bernhard; Fischer, Markus (2016): Aboveground community and species-specific plant biomass from the Jena Experiment (Main Experiment, year 2010). PANGAEA, https://doi.org/10.1594/PANGAEA.866305, 
B2A02	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0										51.00						45.00																																													1.84	0.00	93.00	96.00
B2A02	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0										76.00						29.00																																													3.47	3.54	4.00	105.00
B2A02	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0										63.50						37.00																																													2.65	1.77	48.50	100.50
B2A02	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0										108.00						6.90																																													0.00	6.61	30.00	114.90
B2A02	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0										120.00						21.00																																													0.00	1.86	1.71	141.00
B2A02	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0										114.00						13.95																																													0.00	4.24	15.86	127.95
B2A03	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	14.00	0.00	0.00	77.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.00	34.00	0.00	0.00	0.29	0.00	0.91	8.00	0.00	0.00	0.00	0.00	0.02	9.00	0.00	0.00	0.00	0	0.00	0.00	25.00	0.00	0.00	22.00	0.10	141.00	0.00	0.00	0.00	0.00	1.14	0.21	0.00	0.00	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	1.49	3.18	0.00	362.67
B2A03	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	33.00	0.00	27.00	0.00	0.56	0.02	0	5.00	0.00	0.00	0.00	0.00	0.00	0.00	19.00	1.68	0.00	0.00	0.00	0.00	21.00	36.00	0.00	0.00	0.00	0.00	0.45	9.00	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	23.00	11.00	8.00	0.00	0.00	0.00	0.00	0.21	7.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.73	0.00	0.0	0.00	0.00	0.00	12.00	1.34	2.20	1.29	215.36
B2A03	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	23.50	0.00	13.50	38.50	0.28	0.01	0	2.50	0.00	0.00	0.00	0.00	0.00	0.00	20.00	17.84	0.00	0.00	0.14	0.00	10.96	22.00	0.00	0.00	0.00	0.00	0.24	9.00	0.00	0.00	0.00	0	0.00	0.00	12.50	0.00	0.00	22.50	5.55	74.50	0.00	0.00	0.00	0.00	0.68	3.96	0.00	0.00	4.50	0.00	0.00	0.00	0.00	0.36	0.00	0.0	0.00	0.00	0.00	6.00	1.42	2.69	0.64	289.01
B2A03	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	4.00	0.00	0.56	0.00	0.00	0.00	0	9.00	0.00	0.00	1.49	0.00	0.00	0.00	1.84	4.00	0.00	0.00	0.07	0.00	0.00	11.00	0.00	0.00	0.00	0.00	0.34	7.00	0.00	0.00	0.00	0	0.00	0.00	89.00	0.02	0.00	39.00	2.25	6.00	0.38	0.00	0.00	0.00	3.00	0.24	0.00	0.00	1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	0.00	7.00	0.00	180.73
B2A03	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	28.00	0.00	6.00	0.36	0.00	0.00	0	12.00	0.00	1.32	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	169.00	0.00	0.00	0.00	0.00	0.00	0.93	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.00	0.03	0.07	0.00	0.00	0.00	0.00	0.00	0.00	5.34	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	2.30	34.00	0.00	226.22
B2A03	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	16.00	0.00	3.28	0.18	0.00	0.00	0	10.50	0.00	0.66	0.74	0.00	0.00	1.50	0.92	2.00	0.00	0.00	0.04	0.00	0.00	90.00	0.00	0.00	0.00	0.00	0.17	3.96	0.00	0.00	0.00	0	0.00	0.00	44.50	0.01	0.00	19.52	1.16	3.00	0.19	0.00	0.00	0.00	1.50	2.79	0.00	0.00	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.0	0.00	0.00	0.00	0.00	1.15	20.50	0.00	203.47
B2A04	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																							91.00																						0.00	0.00	15.00	91.00
B2A04	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																							136.00																						0.00	0.00	4.00	136.00
B2A04	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																							113.50																						0.00	0.00	9.50	113.50
B2A04	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																							258.00																						0.00	3.84	24.00	258.00
B2A04	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																							281.00																						0.00	24.00	6.00	281.00
B2A04	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																							269.50																						0.00	13.92	15.00	269.50
B2A05	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									140.00																																																				4.02	0.00	31.00	140.00
B2A05	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									9.00																																																				0.00	0.03	39.00	9.00
B2A05	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									74.50																																																				2.01	0.02	35.00	74.50
B2A05	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									62.00																																																				0.00	7.01	117.00	62.00
B2A05	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									22.00																																																				0.00	1.40	19.00	22.00
B2A05	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0									42.00																																																				0.00	4.21	68.00	42.00
B2A06	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						85.00					25.00																						64.00		0.00										1.85	0.00	12.00	174.00
B2A06	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						147.00					17.00																						16.00		1.98										0.00	0.00	15.00	181.98
B2A06	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						116.00					21.00																						40.00		0.99										0.92	0.00	13.50	177.99
B2A06	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						98.00					98.00																						1.61		0.00										0.00	3.00	2.79	197.61
B2A06	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						117.00					24.00																						0.15		0.00										0.00	0.55	0.36	141.15
B2A06	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						107.50					61.00																						0.88		0.00										0.00	1.77	1.57	169.38
B2A08	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													164.00									1.77							0.00	3.99	132.00	165.77
B2A08	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													109.00									0.37							2.61	1.95	34.00	109.37
B2A08	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													136.50									1.07							1.30	2.97	83.00	137.57
B2A08	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													93.00									0.00							0.00	0.97	13.00	93.00
B2A08	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													125.00									0.00							0.00	3.61	9.00	125.00
B2A08	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																													109.00									0.00							0.00	2.29	11.00	109.00
B2A09	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	1.08					57.00		91.00	22.00																																				4.19	0.00	15.00	171.08
B2A09	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	7.00					89.00		296.00	0.77																																				0.53	4.00	10.00	392.77
B2A09	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	4.04					73.00		193.50	11.38																																				2.36	2.00	12.50	281.93
B2A09	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.89					153.00		13.00	0.00																																				0.00	2.04	0.63	166.89
B2A09	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.00					74.00		19.00	5.40																																				0.00	0.00	36.00	98.40
B2A09	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																	0.44					113.50		16.00	2.70																																				0.00	1.02	18.32	132.65
B2A10	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	17.00	0.00	29.00		66.00				5.98		2.30		0.00	0.00				2.19		0.00	86.00	0.00		3.25	0.47	1.19		3.12																																	0.00	6.54	47.00	216.50
B2A10	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	124.00	14.51	32.00		91.00				2.17		0.17		0.00	0.17				2.91		0.00	26.00	1.08		49.00	4.00	0.41		5.40																																	2.70	0.96	102.00	352.82
B2A10	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	70.50	7.25	30.50		78.50				4.08		1.24		0.00	0.08				2.55		0.00	56.00	0.54		26.12	2.23	0.80		4.26																																	1.35	3.75	74.50	284.66
B2A10	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.00	0.44	8.00		8.00				0.00		2.00		1.56	0.00				0.57		0.00	57.00	24.00		0.00	0.56	0.47		0.16																																	0.93	3.00	3.53	104.76
B2A10	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.39	0.00	5.00		0.00				0.00		2.00		0.00	0.17				0.15		0.00	109.00	36.00		0.04	3.00	0.72		1.32																																	2.05	4.87	3.24	157.79
B2A10	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.20	0.22	6.50		4.00				0.00		2.00		0.78	0.08				0.36		0.00	83.00	30.00		0.02	1.78	0.60		0.74																																	1.49	3.94	3.38	131.28
B2A12	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																														0.00								81.00	0.00	0.00	0.70	49.00			0.78		0.00														0.00	0.00	11.00	131.48
B2A12	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																														0.00								101.00	1.56	0.00	3.26	14.00			38.00		0.00														0.00	0.00	31.00	157.82
B2A12	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																														0.00								91.00	0.78	0.00	1.98	31.50			19.39		0.00														0.00	0.00	21.00	144.65
B2A12	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																														0.00								78.00	9.11	0.00	33.00	8.00			4.41		0.00														0.00	12.00	12.00	132.52
B2A12	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																														0.00								64.00	27.00	0.00	46.00	6.27			0.66		0.00														0.00	5.85	16.00	143.93
B2A12	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																														0.00								71.00	18.05	0.00	39.50	7.13			2.54		0.00														0.00	8.93	14.00	138.22
B2A13	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						23.00																																							0.00	0.00	19.00	23.00
B2A13	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						92.00																																							0.00	0.00	15.72	92.00
B2A13	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						57.50																																							0.00	0.00	17.36	57.50
B2A13	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						53.00																																							0.00	0.00	71.00	53.00
B2A13	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						66.00																																							0.00	39.00	0.00	66.00
B2A13	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																						59.50																																							0.00	19.50	35.50	59.50
B2A14	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												0.00	0.00								46.00							2.69													152.00						0.00								48.00		0.00				0.00	8.77	94.00	248.69
B2A14	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												0.00	0.00								50.00							17.00													17.00						0.00								15.00		0.00				0.00	2.19	49.00	99.00
B2A14	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												0.00	0.00								48.00							9.85													84.50						0.00								31.50		0.00				0.00	5.48	71.50	173.84
B2A14	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												0.75	0.97								97.00							2.00													57.00						0.00								0.00		0.00				0.00	12.00	20.00	157.72
B2A14	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												0.00	4.66								57.00							4.30													67.00						0.00								0.00		0.00				0.00	7.08	18.00	132.96
B2A14	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0												0.38	2.82								77.00							3.15													62.00						0.00								0.00		0.00				0.00	9.54	19.00	145.34
B2A15	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																					136.00								0.00	0.00	7.00	136.00
B2A15	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																					4.00								0.16	0.00	35.00	4.00
B2A15	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																					70.00								0.08	0.00	21.00	70.00
B2A15	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																					231.00								0.00	0.00	21.00	231.00
B2A15	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																					198.00								0.00	0.31	36.00	198.00
B2A15	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																																																					214.50								0.00	0.16	28.50	214.50
B2A16	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																				0.00			63.00																		188.00																			56.00	0.00	0.83	54.00	307.00
B2A16	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																				0.00			125.00																		57.00																			132.00	4.00	0.00	18.00	314.00
B2A16	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																				0.00			94.00																		122.50																			94.00	2.00	0.42	36.00	310.50
B2A16	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																				0.00			157.00																		19.00																			0.43	0.00	4.32	12.00	176.43
B2A16	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																				0.00			77.00																		56.00																			0.14	0.00	3.82	12.00	133.14
B2A16	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																				0.00			117.00																		37.50																			0.28	0.00	4.07	12.00	154.78
B2A17	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																			7.00	0.00			189.00				0.00																						26.00					0.00		0.0				0.07	0.00	0.00	16.00	222.07
B2A17	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																			0.03	0.00			105.00				0.00																						66.00					0.00		0.0				3.00	0.00	0.88	85.00	174.03
B2A17	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																			3.52	0.00			147.00				0.00																						46.00					0.00		0.0				1.53	0.00	0.44	50.50	198.05
B2A17	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																			0.00	0.00			182.00				0.00																						0.00					0.00		0.0				0.00	0.00	0.00	1.48	182.00
B2A17	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																			0.76	0.00			125.00				0.00																						2.00					0.00		0.0				0.00	0.00	0.00	0.28	127.76
B2A17	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																			0.38	0.00			153.50				0.00																						1.00					0.00		0.0				0.00	0.00	0.00	0.88	154.88
B2A18	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	5.00					0.00	0							0.00			0.00						105.00	0.00		0.00				0.00	2.00	0							10.00												0.00			92.00	0.00				0.00		0.00	0.00	28.00	214.00
B2A18	0	1	0.5	2010-05-31	2010-06-03	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	54.00					0.00	0							0.00			0.00						113.00	0.02		2.15				0.00	0.00	0							38.00												0.00			0.00	0.42				0.00		1.95	9.71	13.02	207.59
B2A18	0	1	0.5	2010-05-31	2010-06-03	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	29.50					0.00	0							0.00			0.00						109.00	0.01		1.07				0.00	1.00	0							24.00												0.00			46.00	0.21				0.00		0.98	4.86	20.51	210.79
B2A18	0	1	0.5	2010-08-23	2010-08-27	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.47					0.00	0							1.26			0.00						99.00	0.37		0.00				0.00	0.00	0							0.58												1.10			0.00	0.00				0.00		0.00	0.00	26.00	103.78
B2A18	0	1	0.5	2010-08-23	2010-08-27	2	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.15					0.00	0							0.00			0.00						71.00	0.00		0.00				0.00	0.00	0							0.00												0.00			0.00	0.00				0.00		0.74	0.00	6.00	73.15
B2A18	0	1	0.5	2010-08-23	2010-08-27	mean	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.81					0.00	0							0.63			0.00						85.00	0.18		0.00				0.00	0.00	0							0.29												0.55			0.00	0.00				0.00		0.37	0.00	16.00	88.47
B2A19	0	1	0.5	2010-05-31	2010-06-03	1	mown2	weededALL	AAAAA.AAAA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0																							93.00				32.00																																		0.00	0.00	16.00	125.00
