Year	Sampling #	plot	Ring	CO2 Treatment	Nitrogen Treatment	CountOfSpecies	CountOfGroup	Experiment	monospecies	Monogroup	Water Treatment 	Temp Treatment 	pH
2014	25	305	5	Cenrich	Namb	4	2	M					5.99
2014	25	306	6	Camb	Namb	16	4	M					6.18
2014	25	307	6	Camb	Nenrich	16	4	M					5.76
2014	25	308	6	Camb	Namb	9	4	M			H2Oneg	HTelv	6.01
2014	25	309	6	Camb	Namb	4	3	M					5.03
2014	25	310	6	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			4.59
2014	25	311	6	Camb	Nenrich	16	4	M					6.03
2014	25	312	6	Camb	Namb	9	4	M					6.22
2014	25	313	6	Camb	Namb	4	1	S		Forb			6.21
2014	25	314	6	Camb	Namb	1	1	M	Solidago rigida	Forb			5.32
2014	25	315	6	Camb	Namb	4	1	S		C-4			5.02
2014	25	316	6	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			5.14
2014	25	317	6	Camb	Nenrich	4	2	M					4.09
2014	25	318	6	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			4.94
2014	25	319	6	Camb	Nenrich	4	3	M					4.11
2014	25	320	6	Camb	Namb	9	4	M			H2Oamb	HTelv	5.83
2014	25	321	6	Camb	Nenrich	16	4	M					5.53
2014	25	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume			6.06
2014	25	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			4.44
2014	25	324	6	Camb	Nenrich	9	4	M			H2Oamb	HTelv	5.26
2014	25	325	6	Camb	Namb	4	3	M					5.35
2014	25	326	6	Camb	Nenrich	4	4	S					5.16
2014	25	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			4.18
2014	25	328	6	Camb	Nenrich	4	3	M					5.78
2014	25	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			4.66
2014	25	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume			4.54
2014	25	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.08
2014	25	332	6	Camb	Namb	4	4	M					5.02
2014	25	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3			4.79
2014	25	334	6	Camb	Namb	4	3	M					5.34
2014	25	335	6	Camb	Nenrich	9	4	M					5.82
2014	25	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3			4.81
2014	25	337	6	Camb	Namb	4	2	S					4.97
2014	25	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb			4.91
2014	25	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb			5.21
2014	25	340	6	Camb	Nenrich	4	1	S		C-3			4.84
2014	25	341	6	Camb	Nenrich	9	4	M			H2Oneg	HTamb	5.53
2014	25	342	6	Camb	Nenrich	1	1	M	AsclepiasTuberosa	Forb			4.36
2014	25	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4			5.2
2014	25	344	6	Camb	Namb	16	4	M					5.86
2014	25	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			5.2
2014	25	346	6	Camb	Namb	4	4	M					5.48
2014	25	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume			4.42
2014	25	348	6	Camb	Nenrich	4	1	S		C-4			4.96
2014	25	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			4.76
2014	25	350	6	Camb	Nenrich	4	1	S		Legume			4.46
2014	25	351	6	Camb	Nenrich	4	1	S		Forb			4.93
2014	25	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3			4.66
2014	25	353	6	Camb	Nenrich	4	3	M					4.81
2014	25	354	6	Camb	Nenrich	16	4	M					5.87
2014	25	355	6	Camb	Namb	16	4	M					6.42
2014	25	356	6	Camb	Namb	9	4	M			H2Oneg	HTamb	5.66
2014	25	357	6	Camb	Nenrich	9	4	M			H2Oamb	HTamb	5.29
2014	25	358	6	Camb	Namb	16	4	M					5.76
2014	25	359	6	Camb	Namb	4	4	S					5.59
2014	25	360	6	Camb	Nenrich	9	4	M			H2Oneg	HTelv	6.09
2014	25	361	6	Camb	Namb	9	4	M			H2Oamb	HTamb	5.5
2014	25	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.08
2014	25	363	6	Camb	Namb	4	1	S		Legume			5.02
2014	25	364	6	Camb	Namb	4	1	S		C-3			5
2014	25	365	6	Camb	Nenrich	4	2	M					4.72
2014	25	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			4.34
2014	25	367	2	Camb	Namb	0	0	M					4.57
2014	25	368	3	Cenrich	Nenrich	0	0	M					4.05
2014	25	369	4	Camb	Nenrich	0	0	M					3.93
2014	25	370	6	Camb	Namb	0	0	M					4.31
2014	25	371	6	Camb	Nenrich	0	0	M					4.24
Year	Sampling #	plot	Ring	CO2 Treatment	Nitrogen Treatment	CountOfSpecies	CountOfGroup	Experiment	monospecies	Monogroup	Water Treatment 	Temp Treatment 	pH
1999	2	1	1	Cenrich	Namb	4	2	M					5.4
1999	2	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			6.1
1999	2	3	1	Cenrich	Nenrich	4	1	S		Legume			6
1999	2	4	1	Cenrich	Namb	4	3	M					5.7
1999	2	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			6
1999	2	6	1	Cenrich	Namb	4	1	S		C-4			6
1999	2	7	1	Cenrich	Namb	9	4	M					5.4
1999	2	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			6.2
1999	2	9	1	Cenrich	Namb	4	1	S		C-3			5
1999	2	10	1	Cenrich	Nenrich	4	3	M					5.2
1999	2	11	1	Cenrich	Nenrich	9	4	M					5.1
1999	2	12	1	Cenrich	Nenrich	9	4	M					5.4
1999	2	13	1	Cenrich	Nenrich	16	4	M					5.2
1999	2	14	1	Cenrich	Namb	4	4	S					5.4
1999	2	15	1	Cenrich	Namb	4	3	M					5.3
1999	2	16	1	Cenrich	Namb	9	4	M					5.3
1999	2	17	1	Cenrich	Namb	9	4	M					5
1999	2	18	1	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			5.9
1999	2	19	1	Cenrich	Namb	4	3	M					4.9
1999	2	20	1	Cenrich	Nenrich	4	1	S		Forb			5.5
1999	2	21	1	Cenrich	Nenrich	9	4	M					5.2
1999	2	22	1	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			5.4
1999	2	23	1	Cenrich	Namb	16	4	M					5.6
1999	2	24	1	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.1
1999	2	25	1	Cenrich	Nenrich	0	1	M					6.1
1999	2	26	1	Cenrich	Namb	9	4	M					5.3
1999	2	27	1	Cenrich	Namb	4	1	S		Forb			5.1
1999	2	28	1	Cenrich	Namb	4	2	M					5.4
1999	2	29	1	Cenrich	Nenrich	4	2	M					6.2
1999	2	30	1	Cenrich	Nenrich	16	4	M					5.5
1999	2	31	1	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			5.8
1999	2	32	1	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			6.5
1999	2	33	1	Cenrich	Namb	16	4	M					5.1
1999	2	34	1	Cenrich	Nenrich	9	4	M					5.6
1999	2	35	1	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			5.9
1999	2	36	1	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			5.5
1999	2	37	1	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			6
1999	2	38	1	Cenrich	Nenrich	4	2	M					6.5
1999	2	39	1	Cenrich	Namb	1	1	M	Bromus inermis	C-3			5.2
1999	2	40	1	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5.5
1999	2	41	1	Cenrich	Nenrich	4	1	S		C-3			5.1
1999	2	42	1	Cenrich	Namb	1	1	M	Solidago rigida	Forb			5.3
1999	2	43	1	Cenrich	Nenrich	16	4	M					5.3
1999	2	44	1	Cenrich	Nenrich	4	3	M					5.4
1999	2	45	1	Cenrich	Namb	16	4	M					5
1999	2	46	1	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			4.9
1999	2	47	1	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			5.1
1999	2	48	1	Cenrich	Namb	9	4	M					5.4
1999	2	49	1	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			5.3
1999	2	50	1	Cenrich	Nenrich	9	4	M					5.6
1999	2	51	1	Cenrich	Namb	16	4	M					5.5
1999	2	52	1	Cenrich	Nenrich	16	4	M					5.6
1999	2	53	1	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			5.5
1999	2	54	1	Cenrich	Nenrich	4	1	S		C-4			6.2
1999	2	55	1	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			6.1
1999	2	56	1	Cenrich	Namb	4	1	S		Legume			6.3
1999	2	57	1	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			5.8
1999	2	58	1	Cenrich	Nenrich	4	3	M					5.5
1999	2	59	1	Cenrich	Nenrich	4	4	S					5.5
1999	2	60	1	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			6.1
1999	2	61	1	Cenrich	Namb	0	1	M					6
1999	2	62	2	Camb	Namb	4	4	S					4.9
1999	2	63	2	Camb	Namb	4	3	M					5.3
1999	2	64	2	Camb	Nenrich	16	4	M					5.2
1999	2	65	2	Camb	Nenrich	9	4	M					5.2
1999	2	66	2	Camb	Nenrich	9	4	M					5.4
1999	2	67	2	Camb	Namb	16	4	M					5.6
1999	2	68	2	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.8
1999	2	69	2	Camb	Namb	16	4	M					4.9
1999	2	70	2	Camb	Namb	1	1	M	Andropogon gerardi	C-4			5.8
1999	2	71	2	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.6
1999	2	72	2	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			5.9
1999	2	73	2	Camb	Nenrich	0	1	M					6.1
1999	2	74	2	Camb	Nenrich	4	1	S		Legume			6
1999	2	75	2	Camb	Nenrich	4	3	M					6.1
1999	2	76	2	Camb	Nenrich	4	1	S		C-4			6.4
1999	2	77	2	Camb	Namb	1	1	M	Anemone cylindrica	Forb			5.4
1999	2	78	2	Camb	Namb	4	2	M					5.7
1999	2	79	2	Camb	Nenrich	4	3	M					5.2
1999	2	80	2	Camb	Namb	4	1	S		C-3			5.2
1999	2	81	2	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			6.2
1999	2	82	2	Camb	Namb	4	3	M					5.5
1999	2	83	2	Camb	Namb	9	4	M					5.3
1999	2	84	2	Camb	Nenrich	9	4	M					5.8
1999	2	85	2	Camb	Nenrich	4	2	S					6.3
1999	2	86	2	Camb	Nenrich	4	3	M					5.1
1999	2	87	2	Camb	Namb	9	4	M					6
1999	2	88	2	Camb	Nenrich	4	4	S					5
1999	2	89	2	Camb	Namb	4	1	S		Forb			5.3
1999	2	90	2	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.8
1999	2	91	2	Camb	Nenrich	4	3	M					6
1999	2	92	2	Camb	Namb	9	4	M					5.5
1999	2	93	2	Camb	Namb	4	1	S		Legume			6.1
1999	2	94	2	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb			5
1999	2	95	2	Camb	Nenrich	4	1	S		Forb			5
1999	2	96	2	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			5.9
1999	2	97	2	Camb	Nenrich	9	4	M					5.1
1999	2	98	2	Camb	Nenrich	4	1	S		C-3			5
1999	2	99	2	Camb	Nenrich	1	1	M	Solidago rigida	Forb			6
1999	2	100	2	Camb	Namb	1	1	M	Lupinus perennis	Legume			6.3
1999	2	101	2	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			6.2
1999	2	102	2	Camb	Namb	1	1	M	Petalostemum villosum	Legume			5.9
1999	2	103	2	Camb	Nenrich	1	1	M	Bromus inermis	C-3			5.3
1999	2	104	2	Camb	Namb	16	4	M					5.7
1999	2	105	2	Camb	Namb	4	1	S		C-4			6
1999	2	106	2	Camb	Namb	9	4	M					6
1999	2	107	2	Camb	Namb	16	4	M					5.4
1999	2	108	2	Camb	Nenrich	16	4	M					5.4
1999	2	109	2	Camb	Namb	1	1	M	Bromus inermis	C-3			5.1
1999	2	110	2	Camb	Nenrich	16	4	M					5.4
1999	2	111	2	Camb	Namb	1	1	M	Agropyron repens	C-3			5.3
1999	2	112	2	Camb	Nenrich	1	1	M	Agropyron repens	C-3			5.3
1999	2	113	2	Camb	Nenrich	1	1	M	Poa pratensis	C-3			5.9
1999	2	114	2	Camb	Nenrich	4	3	M					5.3
1999	2	115	2	Camb	Namb	1	1	M	Poa pratensis	C-3			5.5
1999	2	116	2	Camb	Namb	1	1	M	Lespedeza capitata	Legume			6.1
1999	2	117	2	Camb	Nenrich	9	3	M					5.3
1999	2	118	2	Camb	Nenrich	16	4	M					5.8
1999	2	119	2	Camb	Namb	9	4	M					5.3
1999	2	120	2	Camb	Namb	4	3	M					5.4
1999	2	121	2	Camb	Namb	4	2	M					5.6
1999	2	122	2	Camb	Namb	1	1	M	Koeleria cristata	C-3			5.4
1999	2	123	3	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			5.6
1999	2	124	3	Cenrich	Nenrich	4	1	S		C-4			6.1
1999	2	125	3	Cenrich	Nenrich	4	2	M					4.7
1999	2	126	3	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			6
1999	2	127	3	Cenrich	Nenrich	4	2	M					5.8
1999	2	128	3	Cenrich	Namb	9	4	M					5.1
1999	2	129	3	Cenrich	Namb	4	3	M					5.3
1999	2	130	3	Cenrich	Nenrich	16	4	M					5.8
1999	2	131	3	Cenrich	Namb	9	4	M					5.7
1999	2	132	3	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4			5.9
1999	2	133	3	Cenrich	Namb	9	4	M					5.4
1999	2	134	3	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			6.1
1999	2	135	3	Cenrich	Namb	1	1	M	Lupinus perennis	Legume			6.1
1999	2	136	3	Cenrich	Nenrich	4	1	S		Forb			5.1
1999	2	137	3	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			6
1999	2	138	3	Cenrich	Namb	1	1	M	Poa pratensis	C-3			5
1999	2	139	3	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			5.2
1999	2	140	3	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			6.2
1999	2	141	3	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			6.4
1999	2	142	3	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			5.6
1999	2	143	3	Cenrich	Nenrich	1	1	M	Solidago rigida	Forb			5.5
1999	2	144	3	Cenrich	Nenrich	1	1	M	Agropyron repens	C-3			5.6
1999	2	145	3	Cenrich	Namb	1	1	M	Agropyron repens	C-3			5.7
1999	2	146	3	Cenrich	Namb	1	1	M	Anemone cylindrica	Forb			5.7
1999	2	147	3	Cenrich	Namb	16	4	M					4.9
1999	2	148	3	Cenrich	Namb	4	3	M					5.7
1999	2	149	3	Cenrich	Nenrich	9	4	M					6.2
1999	2	150	3	Cenrich	Namb	4	1	S		Legume			6.2
1999	2	151	3	Cenrich	Nenrich	16	4	M					5.5
1999	2	152	3	Cenrich	Namb	4	1	S		C-4			6.1
1999	2	153	3	Cenrich	Namb	1	1	M	Solidago rigida	Forb			5.3
1999	2	154	3	Cenrich	Nenrich	4	4	S					5.5
1999	2	155	3	Cenrich	Namb	4	4	S					5.5
1999	2	156	3	Cenrich	Namb	4	2	M					5
1999	2	157	3	Cenrich	Namb	4	1	S		C-3			5.1
1999	2	158	3	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume			5.9
1999	2	159	3	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			5
1999	2	160	3	Cenrich	Nenrich	1	1	M	Asclepias tuberosa	Forb			5.9
1999	2	161	3	Cenrich	Nenrich	9	4	M					5.6
1999	2	162	3	Cenrich	Nenrich	4	3	M					5.4
1999	2	163	3	Cenrich	Namb	16	4	M					5.5
1999	2	164	3	Cenrich	Namb	4	4	M					4.9
1999	2	165	3	Cenrich	Nenrich	9	3	M					5.4
1999	2	166	3	Cenrich	Nenrich	9	4	M					5.9
1999	2	167	3	Cenrich	Nenrich	4	3	M					5.6
1999	2	168	3	Cenrich	Nenrich	4	1	S		C-3			5.2
1999	2	169	3	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			6
1999	2	170	3	Cenrich	Namb	9	4	M					5.1
1999	2	171	3	Cenrich	Nenrich	9	4	M					5.5
1999	2	172	3	Cenrich	Namb	4	1	S		Forb			4.9
1999	2	173	3	Cenrich	Namb	16	4	M					4.9
1999	2	174	3	Cenrich	Nenrich	1	1	M	Bromus inermis	C-3			6.3
1999	2	175	3	Cenrich	Nenrich	16	4	M					5.1
1999	2	176	3	Cenrich	Nenrich	4	3	M					6.1
1999	2	177	3	Cenrich	Namb	9	4	M					5.1
1999	2	178	3	Cenrich	Namb	4	3	M					5.6
1999	2	179	3	Cenrich	Namb	16	4	M					5.6
1999	2	180	3	Cenrich	Nenrich	16	4	M					5
1999	2	181	3	Cenrich	Nenrich	4	1	S		Legume			5.9
1999	2	182	3	Cenrich	Namb	0	1	M					5.3
1999	2	183	3	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5.3
1999	2	184	4	Camb	Namb	16	4	M					5.3
1999	2	185	4	Camb	Nenrich	9	4	M					5
1999	2	186	4	Camb	Nenrich	9	4	M					5.6
1999	2	187	4	Camb	Namb	9	4	M					5.3
1999	2	188	4	Camb	Namb	16	4	M					5.1
1999	2	189	4	Camb	Namb	4	3	M					5.9
1999	2	190	4	Camb	Namb	1	1	M	Lupinus perennis	Legume			6.1
1999	2	191	4	Camb	Namb	4	2	S					5
1999	2	192	4	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			5.2
1999	2	193	4	Camb	Nenrich	4	3	M					5.1
1999	2	194	4	Camb	Nenrich	9	4	M					5.1
1999	2	195	4	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			5.5
1999	2	196	4	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			5.7
1999	2	197	4	Camb	Nenrich	4	2	M					5.3
1999	2	198	4	Camb	Namb	4	3	M					5.9
1999	2	199	4	Camb	Namb	1	1	M	Solidago rigida	Forb			4.9
1999	2	200	4	Camb	Namb	4	1	S		Forb			5.6
1999	2	201	4	Camb	Namb	16	4	M					5.1
1999	2	202	4	Camb	Namb	1	1	M	Bromus inermis	C-3			5.3
1999	2	203	4	Camb	Nenrich	4	4	S					5.4
1999	2	204	4	Camb	Nenrich	1	1	M	Bouteloua gracilis	C-4			6
1999	2	205	4	Camb	Nenrich	16	4	M					5.3
1999	2	206	4	Camb	Nenrich	4	2	M					5.2
1999	2	207	4	Camb	Nenrich	4	1	S		C-4			6
1999	2	208	4	Camb	Nenrich	1	1	M	Petalostemum villosum	Legume			5.2
1999	2	209	4	Camb	Namb	1	1	M	Amorpha canescens	Legume			5.2
1999	2	210	4	Camb	Nenrich	1	1	M	Achillea millefolium	Forb			4.9
1999	2	211	4	Camb	Namb	4	2	M					5.2
1999	2	212	4	Camb	Nenrich	1	1	M	Lupinus perennis	Legume			6.2
1999	2	213	4	Camb	Nenrich	16	4	M					5.2
1999	2	214	4	Camb	Nenrich	4	1	S		Forb			5.2
1999	2	215	4	Camb	Nenrich	4	1	S		C-3			5.1
1999	2	216	4	Camb	Namb	4	4	S					5.2
1999	2	217	4	Camb	Namb	0	1	M					5.9
1999	2	218	4	Camb	Nenrich	4	4	M					5.7
1999	2	219	4	Camb	Nenrich	1	1	M	Andropogon gerardi	C-4			5.8
1999	2	220	4	Camb	Namb	4	3	M					5.7
1999	2	221	4	Camb	Namb	4	1	S		C-4			5.9
1999	2	222	4	Camb	Namb	16	4	M					5
1999	2	223	4	Camb	Namb	1	1	M	Achillea millefolium	Forb			5.6
1999	2	224	4	Camb	Nenrich	9	4	M					5.4
1999	2	225	4	Camb	Nenrich	1	1	M	Agropyron repens	C-3			5.2
1999	2	226	4	Camb	Namb	9	4	M					5.3
1999	2	227	4	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			5.9
1999	2	228	4	Camb	Namb	1	1	M	Poa pratensis	C-3			6
1999	2	229	4	Camb	Namb	1	1	M	Anemone cylindrica	Forb			6
1999	2	230	4	Camb	Namb	9	4	M					5.2
1999	2	231	4	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4			5.9
1999	2	232	4	Camb	Nenrich	9	4	M					5.4
1999	2	233	4	Camb	Namb	9	4	M					5.2
1999	2	234	4	Camb	Nenrich	16	4	M					5.2
1999	2	235	4	Camb	Namb	1	1	M	Agropyron repens	C-3			5.5
1999	2	236	4	Camb	Nenrich	16	4	M					5.7
1999	2	237	4	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			5.2
1999	2	238	4	Camb	Nenrich	4	4	M					5.8
1999	2	239	4	Camb	Namb	4	3	M					5.8
1999	2	240	4	Camb	Nenrich	4	1	S		Legume			6.4
1999	2	241	4	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			5.8
1999	2	242	4	Camb	Namb	4	1	S		Legume			5.8
1999	2	243	4	Camb	Namb	9	3	M					5
1999	2	244	4	Camb	Namb	4	1	S		C-3			5.4
1999	2	245	5	Cenrich	Nenrich	9	4	M					4.8
1999	2	246	5	Cenrich	Nenrich	1	1	M	Poa pratensis	C-3			5.5
1999	2	247	5	Cenrich	Nenrich	4	1	S		C-4			5.1
1999	2	248	5	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb			5.1
1999	2	249	5	Cenrich	Nenrich	4	2	M					5.6
1999	2	250	5	Cenrich	Namb	16	4	M					4.7
1999	2	251	5	Cenrich	Nenrich	1	1	M	Andropogon gerardi	C-4			5.1
1999	2	252	5	Cenrich	Namb	1	1	M	Andropogon gerardi	C-4			5.1
1999	2	253	5	Cenrich	Nenrich	16	4	M					5
1999	2	254	5	Cenrich	Namb	1	1	M	Schizachyrium scoparium	C-4			5.4
1999	2	255	5	Cenrich	Namb	4	3	M					6.1
1999	2	256	5	Cenrich	Nenrich	1	1	M	Lespedeza capitata	Legume			6
1999	2	257	5	Cenrich	Namb	1	1	M	Achillea millefolium	Forb			5.1
1999	2	258	5	Cenrich	Nenrich	4	4	M					5.1
1999	2	259	5	Cenrich	Nenrich	4	3	M					4.9
1999	2	260	5	Cenrich	Nenrich	1	1	M	Koeleria cristata	C-3			4.9
1999	2	261	5	Cenrich	Namb	1	1	M	Koeleria cristata	C-3			5.4
1999	2	262	5	Cenrich	Nenrich	1	1	M	Lupinus perennis	Legume			5.6
1999	2	263	5	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4			6.3
1999	2	264	5	Cenrich	Namb	9	4	M					5
1999	2	265	5	Cenrich	Nenrich	1	1	M	Bouteloua gracilis	C-4			5.9
1999	2	266	5	Cenrich	Namb	1	1	M	Bromus inermis	C-3			5.2
1999	2	267	5	Cenrich	Nenrich	16	4	M					5.3
1999	2	268	5	Cenrich	Namb	4	1	S		C-3			5.6
1999	2	269	5	Cenrich	Namb	4	1	S		Legume			5.9
1999	2	270	5	Cenrich	Namb	16	4	M					5.4
1999	2	271	5	Cenrich	Nenrich	1	1	M	Anemone cylindrica	Forb			5.5
1999	2	272	5	Cenrich	Namb	16	4	M					5.5
1999	2	273	5	Cenrich	Nenrich	1	1	M	Sorghastrum nutans	C-4			5
1999	2	274	5	Cenrich	Namb	9	3	M					5.3
1999	2	275	5	Cenrich	Nenrich	16	4	M					5.2
1999	2	276	5	Cenrich	Nenrich	1	1	M	Achillea millefolium	Forb			5
1999	2	277	5	Cenrich	Namb	1	1	M	Sorghastrum nutans	C-4			5.6
1999	2	278	5	Cenrich	Namb	9	4	M					5.1
1999	2	279	5	Cenrich	Namb	1	1	M	Amorpha canescens	Legume			5.3
1999	2	280	5	Cenrich	Nenrich	9	4	M					4.7
1999	2	281	5	Cenrich	Namb	4	4	M					5.2
1999	2	282	5	Cenrich	Nenrich	9	4	M					5.8
1999	2	283	5	Cenrich	Namb	16	4	M					5.1
1999	2	284	5	Cenrich	Nenrich	0	1	M					6
1999	2	285	5	Cenrich	Nenrich	1	1	M	Petalostemum villosum	Legume			6.2
1999	2	286	5	Cenrich	Nenrich	4	4	S					4.7
1999	2	287	5	Cenrich	Nenrich	4	1	S		C-3			5.1
1999	2	288	5	Cenrich	Namb	4	4	M					5.5
1999	2	289	5	Cenrich	Namb	0	1	M					5.3
1999	2	290	5	Cenrich	Nenrich	4	3	M					4.9
1999	2	291	5	Cenrich	Namb	4	4	S					5.3
1999	2	292	5	Cenrich	Nenrich	4	4	M					5.8
1999	2	293	5	Cenrich	Nenrich	9	4	M					5
1999	2	294	5	Cenrich	Nenrich	9	4	M					5.2
1999	2	295	5	Cenrich	Namb	1	1	M	Petalostemum villosum	Legume			5.3
1999	2	296	5	Cenrich	Nenrich	4	1	S		Forb			5.3
1999	2	297	5	Cenrich	Namb	4	2	M					5.5
1999	2	298	5	Cenrich	Nenrich	4	1	S		Legume			6
1999	2	299	5	Cenrich	Namb	9	4	M					5
1999	2	300	5	Cenrich	Namb	9	4	M					4.9
1999	2	301	5	Cenrich	Nenrich	16	4	M					5
1999	2	302	5	Cenrich	Namb	4	1	S		Forb			5.4
1999	2	303	5	Cenrich	Namb	4	1	S		C-4			5.8
1999	2	304	5	Cenrich	Namb	1	1	M	Lespedeza capitata	Legume			5.5
1999	2	305	5	Cenrich	Namb	4	2	M					5.3
1999	2	306	6	Camb	Namb	16	4	M					4.6
1999	2	307	6	Camb	Nenrich	16	4	M					5.9
1999	2	308	6	Camb	Namb	9	4	M					5.9
1999	2	309	6	Camb	Namb	4	3	M					5.3
1999	2	310	6	Camb	Nenrich	1	1	M	Koeleria cristata	C-3			5
1999	2	311	6	Camb	Nenrich	16	4	M					5.6
1999	2	312	6	Camb	Namb	9	4	M					5.5
1999	2	313	6	Camb	Namb	4	1	S		Forb			4.7
1999	2	314	6	Camb	Namb	1	1	M	Solidago rigida	Forb			4.7
1999	2	315	6	Camb	Namb	4	1	S		C-4			5.8
1999	2	316	6	Camb	Nenrich	1	1	M	Amorpha canescens	Legume			5.4
1999	2	317	6	Camb	Nenrich	4	2	M					5.8
1999	2	318	6	Camb	Nenrich	1	1	M	Lespedeza capitata	Legume			5.7
1999	2	319	6	Camb	Nenrich	4	3	M					5.4
1999	2	320	6	Camb	Namb	9	4	M					5.2
1999	2	321	6	Camb	Nenrich	16	4	M					5.3
1999	2	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume			5.6
1999	2	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4			5.7
1999	2	324	6	Camb	Nenrich	9	4	M					5
1999	2	325	6	Camb	Namb	4	3	M					5.2
1999	2	326	6	Camb	Nenrich	4	4	S					5.5
1999	2	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb			6.1
1999	2	328	6	Camb	Nenrich	4	3	M					5.3
1999	2	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb			5.1
1999	2	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume			5.1
1999	2	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4			5.1
1999	2	332	6	Camb	Namb	4	4	M					5.2
1999	2	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3			6
1999	2	334	6	Camb	Namb	4	3	M					5.4
1999	2	335	6	Camb	Nenrich	9	4	M					5.2
1999	2	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3			5.5
1999	2	337	6	Camb	Namb	4	2	S					5.4
1999	2	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb			5.4
