Year,Sampling #,plot,Ring,CO2 Treatment,Nitrogen Treatment,CountOfSpecies,CountOfGroup,Experiment,monospecies,Monogroup,Water Treatment,Temp Treatment,Nitrification (mg/kg-1/m-1),Ammonification (mg kg-1 ~m-1),Net N mineralization (mg kg-1 ~m-1),Incubation length (days),Nitrification (mg kg-1 d-1),Ammonification (mg kg-1 d-1),Net N mineralization (mg kg-1 d-1),Notes
2008,15,241,4,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,,,-0.586830334,4.322057223,3.735226888,27,-0.021734457,0.160076193,0.138341737,
2008,15,242,4,Camb,Namb,4,1,S,,Legume,,,2.595702446,2.456590732,5.052293178,27,0.096137128,0.090984842,0.18712197,
2008,15,243,4,Camb,Namb,9,3,M,,,H2Oneg,HTelv,1.61205631,-1.657611617,-0.045555307,27,0.059705789,-0.061393023,-0.001687234,
2008,15,244,4,Camb,Namb,4,1,S,,C-3,,,-0.044384844,-0.673426346,-0.717811191,27,-0.001643883,-0.024941717,-0.0265856,
2008,15,245,5,Cenrich,Nenrich,9,4,M,,,H2Oneg,HTamb,-9.894534387,-8.816762499,-18.71129689,27,-0.366464237,-0.326546759,-0.693010996,
2008,15,246,5,Cenrich,Nenrich,1,1,M,Poa pratensis,C-3,,,-5.823939384,-5.453180479,-11.27711986,27,-0.215701459,-0.201969647,-0.417671106,
2008,15,247,5,Cenrich,Nenrich,4,1,S,,C-4,,,-4.519692142,0.060691284,-4.459000858,27,-0.167396005,0.002247825,-0.16514818,
2008,15,248,5,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,-0.234513732,-1.175064637,-1.409578368,27,-0.008685694,-0.043520912,-0.052206606,
2008,15,249,5,Cenrich,Nenrich,4,2,M,,,,,0.563853151,-1.915634909,-1.351781757,27,0.02088345,-0.070949441,-0.050065991,
2008,15,250,5,Cenrich,Namb,16,4,M,,,,,0.746652506,0.702611447,1.449263953,27,0.027653797,0.026022646,0.053676443,
2008,15,251,5,Cenrich,Nenrich,1,1,M,Andropogon gerardi,C-4,,,-5.433301222,-5.057025419,-10.49032664,27,-0.201233379,-0.187297238,-0.388530616,
2008,15,252,5,Cenrich,Namb,1,1,M,Andropogon gerardi,C-4,,,0.129533023,-0.305682544,-0.176149521,27,0.004797519,-0.011321576,-0.006524056,
2008,15,253,5,Cenrich,Nenrich,16,4,M,,,,,-0.002650042,22.56575221,22.56310217,27,-9.81E-05,0.8357686,0.835670451,
2008,15,254,5,Cenrich,Namb,1,1,M,Schizachyrium scoparium,C-4,,,-0.053252637,-0.515695252,-0.568947889,27,-0.00197232,-0.019099824,-0.021072144,
2008,15,255,5,Cenrich,Namb,4,3,M,,,,,-0.171891061,-4.35948952,-4.531380581,27,-0.006366336,-0.161462575,-0.16782891,
2008,15,256,5,Cenrich,Nenrich,1,1,M,Lespedeza capitata,Legume,,,-3.692451424,-4.251157288,-7.943608712,27,-0.13675746,-0.15745027,-0.29420773,
2008,15,257,5,Cenrich,Namb,1,1,M,Achillea millefolium,Forb,,,0.769410664,-0.136995899,0.632414764,27,0.028496691,-0.005073922,0.023422769,
2008,15,258,5,Cenrich,Nenrich,4,4,M,,,,,-2.108973314,-0.948139742,-3.057113056,27,-0.078110123,-0.035116287,-0.113226409,
2008,15,259,5,Cenrich,Nenrich,4,3,M,,,,,2.439322602,4.040025536,6.479348139,27,0.090345282,0.149630575,0.239975857,
2008,15,260,5,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,,,-5.947570337,-7.067690361,-13.0152607,27,-0.220280383,-0.26176631,-0.482046693,
2008,15,261,5,Cenrich,Namb,1,1,M,Koeleria cristata,C-3,,,2.455169259,2.363329116,4.818498375,27,0.090932195,0.087530708,0.178462903,
2008,15,262,5,Cenrich,Nenrich,1,1,M,Lupinus perennis,Legume,,,-0.928156706,-7.062226144,-7.99038285,27,-0.034376174,-0.261563931,-0.295940106,
2008,15,263,5,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,,,0.538160339,-0.045791776,0.492368563,27,0.019931864,-0.001695992,0.018235873,
2008,15,264,5,Cenrich,Namb,9,4,M,,,H2Oneg,HTamb,0.928168013,18.52089517,19.44906318,27,0.034376593,0.68595908,0.720335673,
2008,15,265,5,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,-10.27118193,-10.21121317,-20.48239509,27,-0.380414145,-0.37819308,-0.758607226,
2008,15,266,5,Cenrich,Namb,1,1,M,Bromus inermis,C-3,,,0.74757703,-0.82682918,-0.079252149,27,0.027688038,-0.030623303,-0.002935265,
2008,15,267,5,Cenrich,Nenrich,16,4,M,,,,,-1.608667007,-8.134827386,-9.743494393,27,-0.05958026,-0.301289903,-0.360870163,
2008,15,268,5,Cenrich,Namb,4,1,S,,C-3,,,0.305647074,-0.452881688,-0.147234614,27,0.011320262,-0.016773396,-0.005453134,
2008,15,269,5,Cenrich,Namb,4,1,S,,Legume,,,6.179826129,-0.275735304,5.904090825,27,0.228882449,-0.010212419,0.218670031,
2008,15,270,5,Cenrich,Namb,16,4,M,,,,,1.618225559,3.798265784,5.416491343,27,0.05993428,0.140676511,0.20061079,
2008,15,271,5,Cenrich,Nenrich,1,1,M,Anemone cylindrica,Forb,,,-1.179336761,-1.184778559,-2.364115319,27,-0.043679139,-0.043880687,-0.087559827,
2008,15,272,5,Cenrich,Namb,16,4,M,,,,,0.605279857,-0.010624849,0.594655008,27,0.022417772,-0.000393513,0.02202426,
2008,15,273,5,Cenrich,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,6.329480681,4.513926058,10.84340674,27,0.23442521,0.167182447,0.401607657,
2008,15,274,5,Cenrich,Namb,9,3,M,,,H2Oamb,HTelv,1.352469372,-1.297900761,0.054568611,27,0.050091458,-0.048070399,0.00202106,
2008,15,275,5,Cenrich,Nenrich,16,4,M,,,,,0.148736921,3.901308445,4.050045365,27,0.005508775,0.144492905,0.15000168,
2008,15,276,5,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,,,-1.998002569,-0.962074055,-2.960076624,27,-0.074000095,-0.035632372,-0.109632468,
2008,15,277,5,Cenrich,Namb,1,1,M,Sorghastrum nutans,C-4,,,0.049568879,0.396028721,0.4455976,27,0.001835884,0.01466773,0.016503615,
2008,15,278,5,Cenrich,Namb,9,4,M,,,H2Oneg,HTelv,-0.07972963,-0.893160229,-0.972889859,27,-0.002952949,-0.033080008,-0.036032958,
2008,15,279,5,Cenrich,Namb,1,1,M,Amorpha canescens,Legume,,,2.304371093,0.200495275,2.504866368,27,0.085347078,0.007425751,0.092772828,
2008,15,280,5,Cenrich,Nenrich,9,4,M,,,H2Oamb,HTelv,-6.682139992,-7.529987151,-14.21212714,27,-0.247486666,-0.278888413,-0.526375079,
2008,15,281,5,Cenrich,Namb,4,4,M,,,,,0.009635822,0.37905788,0.388693702,27,0.000356882,0.014039181,0.014396063,
2008,15,282,5,Cenrich,Nenrich,9,4,M,,,H2Oamb,HTamb,14.2234656,19.75200463,33.97547024,27,0.526795022,0.731555727,1.25835075,
2008,15,283,5,Cenrich,Namb,16,4,M,,,,,0.531458564,-0.457885111,0.073573454,27,0.019683651,-0.016958708,0.002724943,
2008,15,284,5,Cenrich,Nenrich,0,1,M,,,,,4.696521911,-1.319282734,3.377239177,27,0.173945256,-0.048862323,0.125082932,
2008,15,285,5,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,,,8.241907999,6.767692423,15.00960042,27,0.305255852,0.250655275,0.555911127,
2008,15,286,5,Cenrich,Nenrich,4,4,S,,,,,-13.49446422,-12.0962758,-25.59074002,27,-0.499794971,-0.448010215,-0.947805186,
2008,15,287,5,Cenrich,Nenrich,4,1,S,,C-3,,,2.010669339,-0.166701929,1.84396741,27,0.074469235,-0.006174146,0.068295089,
2008,15,288,5,Cenrich,Namb,4,4,M,,,,,1.704022511,-0.548655602,1.155366909,27,0.063111945,-0.020320578,0.042791367,
2008,15,289,5,Cenrich,Namb,0,1,M,,,,,0.285105278,-0.152556898,0.13254838,27,0.010559455,-0.005650255,0.004909199,
2008,15,290,5,Cenrich,Nenrich,4,3,M,,,,,-11.23348433,-9.965367813,-21.19885215,27,-0.416054975,-0.369087697,-0.785142672,
2008,15,291,5,Cenrich,Namb,4,4,S,,,,,0.058369811,0.028412882,0.086782693,27,0.002161845,0.001052329,0.003214174,
2008,15,292,5,Cenrich,Nenrich,4,4,M,,,,,0.625525843,0.672461792,1.297987634,27,0.023167624,0.024905992,0.048073616,
2008,15,293,5,Cenrich,Nenrich,9,4,M,,,H2Oneg,HTelv,-4.308477974,-2.074403799,-6.382881773,27,-0.159573258,-0.07682977,-0.236403029,
2008,15,294,5,Cenrich,Nenrich,9,4,M,,,,,0.606434607,4.633935328,5.240369934,27,0.022460541,0.171627234,0.194087775,
2008,15,295,5,Cenrich,Namb,1,1,M,Petalostemum villosum,Legume,,,2.051345821,2.793243099,4.84458892,27,0.075975771,0.103453448,0.179429219,
2008,15,296,5,Cenrich,Nenrich,4,1,S,,Forb,,,22.38856781,25.11262935,47.50119716,27,0.829206215,0.930097383,1.759303599,
2008,15,297,5,Cenrich,Namb,4,2,M,,,,,0.668534209,-0.051991502,0.616542707,27,0.024760526,-0.001925611,0.022834915,
2008,15,298,5,Cenrich,Nenrich,4,1,S,,Legume,,,-1.268294528,-4.227463204,-5.495757732,27,-0.046973871,-0.156572711,-0.203546583,
2008,15,299,5,Cenrich,Namb,9,4,M,,,H2Oamb,HTamb,0.076489942,1.777678049,1.85416799,27,0.002832961,0.065839928,0.068672889,
2008,15,300,5,Cenrich,Namb,9,4,M,,,,,1.19980561,1.278795048,2.478600658,27,0.044437245,0.04736278,0.091800024,
2008,15,301,5,Cenrich,Nenrich,16,4,M,,,,,-11.830271,-14.48550784,-26.31577885,27,-0.438158185,-0.536500291,-0.974658476,
2008,15,302,5,Cenrich,Namb,4,1,S,,Forb,,,-0.040468135,-1.374392711,-1.414860846,27,-0.00149882,-0.050903434,-0.052402254,
2008,15,303,5,Cenrich,Namb,4,1,S,,C-4,,,-0.033521874,0.297266366,0.263744492,27,-0.001241551,0.011009865,0.009768315,
2008,15,304,5,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,1.644752547,-0.271730489,1.373022058,27,0.060916761,-0.010064092,0.050852669,
2008,15,305,5,Cenrich,Namb,4,2,M,,,,,2.882384709,-2.963631708,-0.081246999,27,0.106754989,-0.109764137,-0.003009148,
2008,15,306,6,Camb,Namb,16,4,M,,,,,1.125665559,1.361285594,2.486951154,27,0.041691317,0.050417985,0.092109302,
2008,15,307,6,Camb,Nenrich,16,4,M,,,,,1.019279755,-0.289315727,0.729964027,27,0.037751102,-0.010715397,0.027035705,
2008,15,308,6,Camb,Namb,9,4,M,,,H2Oneg,HTelv,0.64892696,0.221365544,0.870292504,27,0.024034332,0.008198724,0.032233056,
2008,15,309,6,Camb,Namb,4,3,M,,,,,0.37711085,-0.419344594,-0.042233745,27,0.013967069,-0.015531281,-0.001564213,
2008,15,310,6,Camb,Nenrich,1,1,M,Koeleria cristata,C-3,,,-1.31727516,-3.45420111,-4.77147627,27,-0.048787969,-0.127933374,-0.176721343,
2008,15,311,6,Camb,Nenrich,16,4,M,,,,,-0.519110748,-1.438659575,-1.957770323,27,-0.019226324,-0.053283688,-0.072510012,
2008,15,312,6,Camb,Namb,9,4,M,,,,,2.881723578,7.235780548,10.11750413,27,0.106730503,0.267991872,0.374722375,
2008,15,313,6,Camb,Namb,4,1,S,,Forb,,,0.649112566,0.775212392,1.424324958,27,0.024041206,0.02871157,0.052752776,
2008,15,314,6,Camb,Namb,1,1,M,Solidago rigida,Forb,,,0.058984401,0.516099843,0.575084244,27,0.002184607,0.019114809,0.021299416,
2008,15,315,6,Camb,Namb,4,1,S,,C-4,,,-0.020038555,2.254414296,2.234375741,27,-0.000742169,0.083496826,0.082754657,
2008,15,316,6,Camb,Nenrich,1,1,M,Amorpha canescens,Legume,,,10.94066037,8.789381434,19.7300418,27,0.405209643,0.325532646,0.730742289,
2008,15,317,6,Camb,Nenrich,4,2,M,,,,,-0.400189842,0.777078077,0.376888235,27,-0.014821846,0.02878067,0.013958824,
2008,15,318,6,Camb,Nenrich,1,1,M,Lespedeza capitata,Legume,,,0.04881882,-0.331047223,-0.282228403,27,0.001808104,-0.012261008,-0.010452904,
2008,15,319,6,Camb,Nenrich,4,3,M,,,,,5.970138185,2.568808808,8.538946992,27,0.221116229,0.095141067,0.316257296,
2008,15,320,6,Camb,Namb,9,4,M,,,H2Oamb,HTelv,,,,,,,,
2008,15,321,6,Camb,Nenrich,16,4,M,,,,,-1.154874924,-6.229654952,-7.384529876,27,-0.042773145,-0.230727961,-0.273501107,
2008,15,322,6,Camb,Namb,1,1,M,Lespedeza capitata,Legume,,,0.650086377,-0.151624079,0.498462298,27,0.024077273,-0.005615707,0.018461567,
2008,15,323,6,Camb,Namb,1,1,M,Bouteloua gracilis,C-4,,,0.141980612,-0.549699616,-0.407719004,27,0.005258541,-0.020359245,-0.015100704,
2008,15,324,6,Camb,Nenrich,9,4,M,,,H2Oamb,HTelv,-10.00480611,-10.27759105,-20.28239716,27,-0.370548374,-0.38065152,-0.751199895,
2008,15,325,6,Camb,Namb,4,3,M,,,,,0.285559542,-0.836938843,-0.551379301,27,0.010576279,-0.030997735,-0.020421456,
2008,15,326,6,Camb,Nenrich,4,4,S,,,,,-9.413585434,-10.51938951,-19.93297494,27,-0.348651312,-0.389607019,-0.738258331,
2008,15,327,6,Camb,Nenrich,1,1,M,Anemone cylindrica,Forb,,,-7.360522354,3.286457297,-4.074065057,27,-0.272611939,0.121720641,-0.150891298,
2008,15,328,6,Camb,Nenrich,4,3,M,,,,,-9.993387455,-11.1829672,-21.17635465,27,-0.370125461,-0.41418397,-0.784309431,
2008,15,329,6,Camb,Namb,1,1,M,Asclepias tuberosa,Forb,,,1.044152552,-0.409686672,0.63446588,27,0.038672317,-0.01517358,0.023498736,
2008,15,330,6,Camb,Namb,1,1,M,Amorpha canescens,Legume,,,1.995083113,-0.097969469,1.897113644,27,0.073891967,-0.003628499,0.070263468,
2008,15,331,6,Camb,Namb,1,1,M,Sorghastrum nutans,C-4,,,0.140053695,-0.415749978,-0.275696284,27,0.005187174,-0.015398147,-0.010210973,
2008,15,332,6,Camb,Namb,4,4,M,,,,,0.141705796,0.341652878,0.483358674,27,0.005248363,0.01265381,0.017902173,
2008,15,333,6,Camb,Nenrich,1,1,M,Poa pratensis,C-3,,,-0.094348618,1.410800926,1.316452308,27,-0.003494393,0.052251886,0.048757493,
2008,15,334,6,Camb,Namb,4,3,M,,,,,0.119945595,-0.840575856,-0.720630261,27,0.004442429,-0.031132439,-0.02669001,
2008,15,335,6,Camb,Nenrich,9,4,M,,,,,-3.650265909,-6.047953466,-9.698219374,27,-0.135195034,-0.223998277,-0.35919331,
2008,15,336,6,Camb,Namb,1,1,M,Koeleria cristata,C-3,,,0.11551289,-1.20946544,-1.09395255,27,0.004278255,-0.044795016,-0.040516761,
2008,15,337,6,Camb,Namb,4,2,S,,,,,1.258954005,-0.139058227,1.119895778,27,0.046627926,-0.005150305,0.041477621,
2008,15,338,6,Camb,Nenrich,1,1,M,Solidago rigida,Forb,,,0.807547593,-0.673571295,0.133976298,27,0.02990917,-0.024947085,0.004962085,
2008,15,339,6,Camb,Namb,1,1,M,Achillea millefolium,Forb,,,0.053784511,1.465954676,1.519739187,27,0.001992019,0.054294618,0.056286637,
2008,15,340,6,Camb,Nenrich,4,1,S,,C-3,,,7.034321211,4.052108866,11.08643008,27,0.260530415,0.150078106,0.410608521,
2008,15,341,6,Camb,Nenrich,9,4,M,,,H2Oneg,HTamb,-18.4151634,-20.88458277,-39.29974617,27,-0.682043089,-0.773503066,-1.455546155,
2008,15,342,6,Camb,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,12.81467468,14.03396341,26.84863808,27,0.474617581,0.519776422,0.994394003,
2008,15,343,6,Camb,Namb,1,1,M,Andropogon gerardi,C-4,,,2.079227461,3.108395694,5.187623156,27,0.077008424,0.115125766,0.192134191,
2008,15,344,6,Camb,Namb,16,4,M,,,,,1.000161068,0.47393018,1.474091248,27,0.037043003,0.01755297,0.054595972,
2008,15,345,6,Camb,Namb,1,1,M,Schizachyrium scoparium,C-4,,,0.110032474,1.140692544,1.250725018,27,0.004075277,0.042247872,0.046323149,
2008,15,346,6,Camb,Namb,4,4,M,,,,,0.093424884,0.793696271,0.887121155,27,0.003460181,0.029396158,0.032856339,
2008,15,347,6,Camb,Namb,1,1,M,Petalostemum villosum,Legume,,,1.825207658,-0.176260006,1.648947652,27,0.067600284,-0.006528148,0.061072135,
2008,15,348,6,Camb,Nenrich,4,1,S,,C-4,,,-5.044246509,-0.982884622,-6.027131131,27,-0.186823945,-0.036403134,-0.223227079,
2008,15,349,6,Camb,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,4.746992168,4.024599704,8.771591872,27,0.175814525,0.149059248,0.324873773,
2008,15,350,6,Camb,Nenrich,4,1,S,,Legume,,,0.986774636,1.615716668,2.602491304,27,0.036547209,0.059841358,0.096388567,
2008,15,351,6,Camb,Nenrich,4,1,S,,Forb,,,0.665266102,1.510131873,2.175397974,27,0.024639485,0.05593081,0.080570295,
2008,15,352,6,Camb,Nenrich,1,1,M,Bromus inermis,C-3,,,4.068158828,2.200362356,6.268521184,27,0.150672549,0.081494902,0.232167451,
2008,15,353,6,Camb,Nenrich,4,3,M,,,,,1.734866828,1.783450216,3.518317043,27,0.064254327,0.066053712,0.130308039,
2008,15,354,6,Camb,Nenrich,16,4,M,,,,,-2.794971489,-1.928213969,-4.723185457,27,-0.103517463,-0.071415332,-0.174932795,
2008,15,355,6,Camb,Namb,16,4,M,,,,,2.792335303,0.364596102,3.156931405,27,0.103419826,0.013503559,0.116923385,
2008,15,356,6,Camb,Namb,9,4,M,,,H2Oneg,HTamb,0.392164049,0.748403375,1.140567424,27,0.014524594,0.027718644,0.042243238,
2008,15,357,6,Camb,Nenrich,9,4,M,,,H2Oamb,HTamb,1.416629588,-1.372279135,0.044350453,27,0.052467763,-0.050825153,0.001642609,
2008,15,358,6,Camb,Namb,16,4,M,,,,,0.458387234,5.302512679,5.760899913,27,0.016977305,0.196389358,0.213366663,
2008,15,359,6,Camb,Namb,4,4,S,,,,,0.727811756,-0.705268291,0.022543465,27,0.026955991,-0.026121048,0.000834943,
2008,15,360,6,Camb,Nenrich,9,4,M,,,H2Oneg,HTelv,0.24956463,5.373474954,5.623039584,27,0.009243134,0.199017591,0.208260725,
2008,15,361,6,Camb,Namb,9,4,M,,,H2Oamb,HTamb,0.313269666,-1.466190031,-1.152920365,27,0.01160258,-0.054303334,-0.042700754,
2008,15,362,6,Camb,Nenrich,1,1,M,Sorghastrum nutans,C-4,,,1.487728924,1.18139248,2.669121404,27,0.055101071,0.043755277,0.098856348,
2008,15,363,6,Camb,Namb,4,1,S,,Legume,,,0.780791984,-0.347415421,0.433376563,27,0.028918222,-0.012867238,0.016050984,
2008,15,364,6,Camb,Namb,4,1,S,,C-3,,,0.869038468,0.134698363,1.00373683,27,0.03218661,0.004988828,0.037175438,
2008,15,365,6,Camb,Nenrich,4,2,M,,,,,0.821272263,7.270960941,8.092233204,27,0.030417491,0.26929485,0.299712341,
2008,15,366,6,Camb,Nenrich,1,1,M,Achillea millefolium,Forb,,,-0.022247772,-0.549017627,-0.571265398,27,-0.000823992,-0.020333986,-0.021157978,
2008,15,367,2,Camb,Namb,0,1,M,,,,,-0.111239424,-0.104346284,-0.215585708,27,-0.004119979,-0.003864677,-0.007984656,
2008,15,368,3,Cenrich,Nenrich,0,1,M,,,,,-0.462699272,-3.523448694,-3.986147965,27,-0.01713701,-0.1304981,-0.14763511,
2008,15,369,4,Camb,Nenrich,0,1,M,,,,,-3.873311543,-10.38367254,-14.25698409,27,-0.143455983,-0.384580465,-0.528036448,
2008,15,370,6,Camb,Namb,0,1,M,,,,,1.595689338,-0.719392823,0.876296515,27,0.059099605,-0.026644179,0.032455426,
2008,15,371,6,Camb,Nenrich,0,1,M,,,,,-2.460855396,-1.480537839,-3.941393234,27,-0.091142792,-0.054834735,-0.145977527,
2009,16,1,1,Cenrich,Namb,4,2,M,,,,,0.265647668,-0.821127507,-0.555479839,29,0.009160264,-0.028314742,-0.019154477,
2009,16,2,1,Cenrich,Namb,1,1,M,Bouteloua gracilis,C-4,,,0.075406145,-2.22796747,-2.152561325,29,0.002600212,-0.076826464,-0.074226253,
2009,16,3,1,Cenrich,Nenrich,4,1,S,,Legume,,,3.500369278,0.608581298,4.108950576,29,0.120702389,0.020985562,0.141687951,
2009,16,4,1,Cenrich,Namb,4,3,M,,,,,1.114895658,-0.619149515,0.495746142,29,0.038444678,-0.021349983,0.017094695,
2009,16,5,1,Cenrich,Namb,1,1,M,Asclepias tuberosa,Forb,,,0.21633582,-0.324215622,-0.107879803,29,0.007459856,-0.011179849,-0.003719993,
2009,16,6,1,Cenrich,Namb,4,1,S,,C-4,,,0.132543408,-1.251825511,-1.119282103,29,0.004570462,-0.043166397,-0.038595935,
2009,16,7,1,Cenrich,Namb,9,4,M,,,H2Oneg,HTamb,0.452035161,0.32745896,0.779494121,29,0.015587419,0.011291688,0.026879108,
2009,16,8,1,Cenrich,Nenrich,1,1,M,Schizachyrium scoparium,C-4,,,6.568507831,0.136493025,6.705000856,29,0.22650027,0.004706656,0.231206926,
2009,16,9,1,Cenrich,Namb,4,1,S,,C-3,,,2.384183257,0.324969813,2.70915307,29,0.082213216,0.011205856,0.093419071,
2009,16,10,1,Cenrich,Nenrich,4,3,M,,,,,3.476107457,-1.172608648,2.303498808,29,0.119865774,-0.040434781,0.079430993,
2009,16,11,1,Cenrich,Nenrich,9,4,M,,,H2Oamb,HTelv,3.611857388,-3.744611984,-0.132754596,29,0.124546806,-0.129124551,-0.004577745,
2009,16,12,1,Cenrich,Nenrich,9,4,M,,,,,-0.621943716,-6.407021073,-7.028964789,29,-0.021446335,-0.220931761,-0.242378096,
2009,16,13,1,Cenrich,Nenrich,16,4,M,,,,,1.640836571,-8.496458849,-6.855622278,29,0.056580571,-0.29298134,-0.236400768,
2009,16,14,1,Cenrich,Namb,4,4,S,,,,,2.650764346,0.369645805,3.020410151,29,0.091405667,0.012746407,0.104152074,
2009,16,15,1,Cenrich,Namb,4,3,M,,,,,-0.080199679,0.143408859,0.063209181,29,-0.002765506,0.004945133,0.002179627,
2009,16,16,1,Cenrich,Namb,9,4,M,,,,,1.085065433,-0.347224313,0.737841119,29,0.037416049,-0.011973252,0.025442797,
2009,16,17,1,Cenrich,Namb,9,4,M,,,H2Oneg,HTelv,0.46350382,1.373625389,1.837129209,29,0.01598289,0.047366393,0.063349283,
2009,16,18,1,Cenrich,Nenrich,1,1,M,Amorpha canescens,Legume,,,11.73594261,17.60697093,29.34291354,29,0.404687676,0.607136929,1.011824605,
2009,16,19,1,Cenrich,Namb,4,3,M,,,,,-0.25249101,-0.869662968,-1.122153978,29,-0.008706587,-0.029988378,-0.038694965,
2009,16,20,1,Cenrich,Nenrich,4,1,S,,Forb,,,0.738528803,0.439117317,1.17764612,29,0.02546651,0.015141976,0.040608487,
2009,16,21,1,Cenrich,Nenrich,9,4,M,,,H2Oamb,HTamb,0.663177597,-0.617412407,0.045765189,29,0.022868193,-0.021290083,0.00157811,
2009,16,22,1,Cenrich,Nenrich,1,1,M,Bromus inermis,C-3,,,2.55171111,-1.55583032,0.99588079,29,0.087990038,-0.053649321,0.034340717,
2009,16,23,1,Cenrich,Namb,16,4,M,,,,,-0.255462882,-0.354944746,-0.610407628,29,-0.008809065,-0.012239474,-0.021048539,
2009,16,24,1,Cenrich,Namb,1,1,M,Agropyron repens,C-3,,,1.266782549,0.015148881,1.281931431,29,0.043682157,0.000522375,0.044204532,
2009,16,25,1,Cenrich,Nenrich,0,1,M,,,,,2.794505048,0.667330108,3.461835156,29,0.096362243,0.023011383,0.119373626,
2009,16,26,1,Cenrich,Namb,9,4,M,,,H2Oamb,HTamb,0.136100879,-3.650624862,-3.514523983,29,0.004693134,-0.125883616,-0.121190482,
2009,16,27,1,Cenrich,Namb,4,1,S,,Forb,,,0.140320748,-0.045565917,0.094754831,29,0.004838646,-0.001571239,0.003267408,
2009,16,28,1,Cenrich,Namb,4,2,M,,,,,-0.19346588,-0.321580311,-0.515046191,29,-0.006671237,-0.011088976,-0.017760213,
2009,16,29,1,Cenrich,Nenrich,4,2,M,,,,,1.938469249,-0.428526812,1.509942437,29,0.066843767,-0.014776787,0.052066981,
2009,16,30,1,Cenrich,Nenrich,16,4,M,,,,,2.918789946,-1.305364803,1.613425144,29,0.100647929,-0.045012579,0.05563535,
2009,16,31,1,Cenrich,Nenrich,1,1,M,Asclepias tuberosa,Forb,,,-0.348024904,-3.182292307,-3.530317211,29,-0.012000859,-0.109734217,-0.121735076,
2009,16,32,1,Cenrich,Nenrich,1,1,M,Bouteloua gracilis,C-4,,,-0.065999498,-5.840143006,-5.906142505,29,-0.002275845,-0.201384242,-0.203660086,
2009,16,33,1,Cenrich,Namb,16,4,M,,,,,2.728695551,-2.212142968,0.516552584,29,0.09409295,-0.076280792,0.017812158,
2009,16,34,1,Cenrich,Nenrich,9,4,M,,,H2Oneg,HTelv,,-12.55982479,,29,,-0.433097406,,NO3 data was inconsistent
2009,16,35,1,Cenrich,Namb,1,1,M,Lespedeza capitata,Legume,,,3.008772287,-1.447080799,1.561691488,29,0.103750769,-0.049899338,0.053851431,
2009,16,36,1,Cenrich,Nenrich,1,1,M,Agropyron repens,C-3,,,-3.427514082,-7.947510077,-11.37502416,29,-0.118190141,-0.274052072,-0.392242212,
2009,16,37,1,Cenrich,Nenrich,1,1,M,Petalostemum villosum,Legume,,,11.44160841,-1.550085784,9.891522627,29,0.394538221,-0.053451234,0.341086987,
2009,16,38,1,Cenrich,Nenrich,4,2,M,,,,,5.637075576,-1.311935182,4.325140394,29,0.194381916,-0.045239144,0.149142772,
2009,16,39,1,Cenrich,Namb,1,1,M,Bromus inermis,C-3,,,1.169820252,-0.503882849,0.665937403,29,0.040338629,-0.017375271,0.022963359,
2009,16,40,1,Cenrich,Namb,1,1,M,Poa pratensis,C-3,,,0.812344538,-1.375465314,-0.563120776,29,0.028011881,-0.047429838,-0.019417958,
2009,16,41,1,Cenrich,Nenrich,4,1,S,,C-3,,,1.781060117,-0.397454475,1.383605642,29,0.061415866,-0.013705327,0.047710539,
2009,16,42,1,Cenrich,Namb,1,1,M,Solidago rigida,Forb,,,-0.363216353,-0.267554609,-0.630770962,29,-0.012524702,-0.009226021,-0.021750723,
2009,16,43,1,Cenrich,Nenrich,16,4,M,,,,,3.701027406,-2.433620511,1.267406896,29,0.127621635,-0.083917949,0.043703686,
2009,16,44,1,Cenrich,Nenrich,4,3,M,,,,,25.90412551,1.68752439,27.5916499,29,0.893245707,0.058190496,0.951436204,
2009,16,45,1,Cenrich,Namb,16,4,M,,,,,1.175034865,-1.085207604,0.089827262,29,0.040518444,-0.037420952,0.003097492,
2009,16,46,1,Cenrich,Namb,1,1,M,Anemone cylindrica,Forb,,,2.900150278,-0.219356895,2.680793382,29,0.100005182,-0.007564031,0.092441151,
2009,16,47,1,Cenrich,Nenrich,1,1,M,Koeleria cristata,C-3,,,2.965290196,-0.122824895,2.842465301,29,0.102251386,-0.004235341,0.098016045,
2009,16,48,1,Cenrich,Namb,9,4,M,,,H2Oamb,HTelv,1.547193177,-3.200015719,-1.652822542,29,0.053351489,-0.11034537,-0.056993881,
2009,16,49,1,Cenrich,Nenrich,1,1,M,Achillea millefolium,Forb,,,0.887180418,-0.489999448,0.397180969,29,0.030592428,-0.016896533,0.013695895,
